register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
6718e5840cc49431bba6,python,features/stack_integrity_v1.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
f998b7fccddf42734307,python,features/stack_integrity_v1.py,2,401,FORMAL_NMD,L2 orchestration,L2_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
a0df15aecdbd95a8d2d5,python,features/stack_integrity_v1.py,3,402,FORMAL_NMD,L3 orchestration,L3_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
ba4b7cdca4725651c77a,python,features/stack_integrity_v1.py,4,403,FORMAL_NMD,L4 orchestration,L4_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
7f8ecc4764237da6fcf8,python,features/stack_integrity_v1.py,5,404,FORMAL_NMD,L5 orchestration,L5_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
1a8206d26bc9452baf73,python,features/stack_integrity_v1.py,6,405,FORMAL_NMD,L6 orchestration,L6_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
109b8a887d574e7f3a14,python,features/stack_integrity_v1.py,7,406,FORMAL_NMD,L7 orchestration,L7_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
a632e720a38f2d7f5339,python,features/stack_integrity_v1.py,8,407,FORMAL_NMD,L8 orchestration,L8_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
6ff4507ddbbda7956ff6,python,features/stack_integrity_v1.py,9,408,FORMAL_NMD,L9 orchestration,L9_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
f9cd5077408d8bb2dc9f,python,features/stack_integrity_v1.py,10,409,FORMAL_NMD,L10 orchestration,L10_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
73215fdd8ca16eee377f,python,features/stack_integrity_v1.py,11,410,FORMAL_NMD,L11 orchestration,L11_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
4d6926646c94d35bd89d,python,features/stack_integrity_v1.py,12,411,FORMAL_NMD,L12 orchestration,L12_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
4111c1c1bab8fa610ce9,python,features/stack_integrity_v1.py,13,412,FORMAL_NMD,L13 orchestration,L13_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
83c65412c983848292b2,python,features/stack_integrity_v1.py,14,413,FORMAL_NMD,L14 orchestration,L14_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
ea42ab818b9947232a2e,python,features/stack_integrity_v1.py,15,100,FORMAL_KEEP_DERIVED,record_stack_degradation,record_stack_degradation,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,KEEP_DERIVED,,,CSV grep zero hits for record_stack_degradation | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
a4f4d4978f7049054333,python,features/stack_integrity_v1.py,16,414,FORMAL_NMD,L16 orchestration,L16_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
643c55b999941bbcfdc2,python,features/stack_integrity_v1.py,17,415,FORMAL_NMD,L17 orchestration,L17_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
15af8462204da7bb7652,python,features/stack_integrity_v1.py,18,416,FORMAL_NMD,L18 orchestration,L18_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
75dd10d8334d6249c583,python,features/stack_integrity_v1.py,19,417,FORMAL_NMD,L19 orchestration,L19_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
7ad3f4aa3909391051d1,python,features/stack_integrity_v1.py,20,418,FORMAL_NMD,L20 orchestration,L20_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
0426982c2224e97b8473,python,features/stack_integrity_v1.py,21,419,FORMAL_NMD,L21 orchestration,L21_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
881b807df0e8f1f0b84d,python,features/stack_integrity_v1.py,22,420,FORMAL_NMD,L22 orchestration,L22_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
a3b605b072d8d7cdac64,python,features/stack_integrity_v1.py,23,421,FORMAL_NMD,L23 orchestration,L23_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
0936c37d66b7f0324df5,python,features/stack_integrity_v1.py,24,422,FORMAL_NMD,L24 orchestration,L24_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
de971e4f0cb6e415956e,python,features/stack_integrity_v1.py,25,423,FORMAL_NMD,L25 orchestration,L25_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
645936e3684ab36ae03f,python,features/stack_integrity_v1.py,26,424,FORMAL_NMD,L26 orchestration,L26_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
61ee22669efa8b0451b9,python,features/stack_integrity_v1.py,27,425,FORMAL_NMD,L27 orchestration,L27_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
2c8bc1c5c595efb41940,python,features/stack_integrity_v1.py,28,426,FORMAL_NMD,L28 orchestration,L28_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
1c492de517996f492c70,python,features/stack_integrity_v1.py,29,427,FORMAL_NMD,L29 orchestration,L29_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
327b25bbbd7bd60896db,python,features/stack_integrity_v1.py,30,428,FORMAL_NMD,L30 orchestration,L30_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
a8b16ab9fef21be7e230,python,features/stack_integrity_v1.py,31,429,FORMAL_NMD,L31 orchestration,L31_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
773af311bbcb94eeb753,python,features/stack_integrity_v1.py,32,430,FORMAL_NMD,L32 orchestration,L32_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
4a99b10f63daadcb7391,python,features/stack_integrity_v1.py,33,431,FORMAL_NMD,L33 orchestration,L33_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
18e86b488bd55f541bf3,python,features/stack_integrity_v1.py,34,432,FORMAL_NMD,L34 orchestration,L34_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
0a15327f487eda74733f,python,features/stack_integrity_v1.py,35,433,FORMAL_NMD,L35 orchestration,L35_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
8cf62ce56f15c45e3b8a,python,features/stack_integrity_v1.py,36,434,FORMAL_NMD,L36 orchestration,L36_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
53805df9d76a7f8a8d4d,python,features/stack_integrity_v1.py,37,435,FORMAL_NMD,L37 orchestration,L37_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
11c00c7fb93182ff5e28,python,features/stack_integrity_v1.py,38,436,FORMAL_NMD,L38 orchestration,L38_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
057cb89a089cbd7e5a2c,python,features/stack_integrity_v1.py,39,437,FORMAL_NMD,L39 orchestration,L39_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
f8187c0a0320bd40deb3,python,features/stack_integrity_v1.py,40,438,FORMAL_NMD,L40 orchestration,L40_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
e452a531142a51ab2aa6,python,features/stack_integrity_v1.py,41,439,FORMAL_NMD,L41 orchestration,L41_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
a21074e904b09b1ed9ac,python,features/stack_integrity_v1.py,42,440,FORMAL_NMD,L42 orchestration,L42_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
8ab2c7a489aedd75a24d,python,features/stack_integrity_v1.py,43,441,FORMAL_NMD,L43 orchestration,L43_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
503641d5e57f8137f6d3,python,features/stack_integrity_v1.py,44,442,FORMAL_NMD,L44 orchestration,L44_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
19fcbc15186b0093be44,python,features/stack_integrity_v1.py,45,101,FORMAL_KEEP_DERIVED,merge_stack_integrity_events,merge_stack_integrity_events,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,KEEP_DERIVED,,,CSV grep zero hits for merge_stack_integrity_events | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
d4b9aac9ed3c15be5468,python,features/stack_integrity_v1.py,46,443,FORMAL_NMD,L46 orchestration,L46_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
1eaad3caab60305489fa,python,features/stack_integrity_v1.py,47,444,FORMAL_NMD,L47 orchestration,L47_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
d3fb5a38a1bb85bd1a31,python,features/stack_integrity_v1.py,48,445,FORMAL_NMD,L48 orchestration,L48_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
144ac4655eaa8ef3eb5a,python,features/stack_integrity_v1.py,49,446,FORMAL_NMD,L49 orchestration,L49_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
2f0ddcd4d095ecde82cf,python,features/stack_integrity_v1.py,50,447,FORMAL_NMD,L50 orchestration,L50_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
890413ff73f2d78f716d,python,features/stack_integrity_v1.py,51,448,FORMAL_NMD,L51 orchestration,L51_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
4d51e891d9447a8644d5,python,features/stack_integrity_v1.py,52,449,FORMAL_NMD,L52 orchestration,L52_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
9e989f6257cc1e41b398,python,features/stack_integrity_v1.py,53,450,FORMAL_NMD,L53 orchestration,L53_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
56abcaa1679d6599a8b0,python,features/stack_integrity_v1.py,54,451,FORMAL_NMD,L54 orchestration,L54_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
cdf19c81b36bb91ecb5f,python,features/stack_integrity_v1.py,55,102,FORMAL_KEEP_DERIVED,finalize_stack_integrity_v1,finalize_stack_integrity_v1,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,KEEP_DERIVED,,,CSV grep zero hits for finalize_stack_integrity_v1 | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
7b572312238a83b5f146,python,features/stack_integrity_v1.py,56,452,FORMAL_NMD,L56 orchestration,L56_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
62ef158c6a7ab8cb1d54,python,features/stack_integrity_v1.py,57,453,FORMAL_NMD,L57 orchestration,L57_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
62f1ab9dbfeb84e412b0,python,features/stack_integrity_v1.py,58,454,FORMAL_NMD,L58 orchestration,L58_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
891aab74cfbaa2b4bac8,python,features/stack_integrity_v1.py,59,455,FORMAL_NMD,L59 orchestration,L59_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
c8c9a027c5ac36ab6a86,python,features/stack_integrity_v1.py,60,456,FORMAL_NMD,L60 orchestration,L60_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
3c75f1b33131f3b1ca64,python,features/stack_integrity_v1.py,61,457,FORMAL_NMD,L61 orchestration,L61_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
98f308f5d2931b76b7cf,python,features/stack_integrity_v1.py,62,458,FORMAL_NMD,L62 orchestration,L62_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
8593929eded9f6a377c3,python,features/stack_integrity_v1.py,63,459,FORMAL_NMD,L63 orchestration,L63_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
df44409eac73f850bf04,python,features/stack_integrity_v1.py,64,460,FORMAL_NMD,L64 orchestration,L64_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
2802a217ebcccfbcf41f,python,features/stack_integrity_v1.py,65,461,FORMAL_NMD,L65 orchestration,L65_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
3f29691bade3e12ae426,python,features/stack_integrity_v1.py,66,462,FORMAL_NMD,L66 orchestration,L66_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
b77add882d07b15cb2db,python,features/stack_integrity_v1.py,67,463,FORMAL_NMD,L67 orchestration,L67_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
9d34ec64f5c4069857e2,python,features/stack_integrity_v1.py,68,464,FORMAL_NMD,L68 orchestration,L68_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
272cfea5aecb6f45aff1,python,features/stack_integrity_v1.py,69,465,FORMAL_NMD,L69 orchestration,L69_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
dcdc371287d81f9c10ca,python,features/stack_integrity_v1.py,70,466,FORMAL_NMD,L70 orchestration,L70_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
6e0de3f65a155f557d23,python,features/stack_integrity_v1.py,71,467,FORMAL_NMD,L71 orchestration,L71_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
afa9ede3c0a5b4d70c06,python,features/stack_integrity_v1.py,72,468,FORMAL_NMD,L72 orchestration,L72_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
1fc14b3db9a16fc4bd44,python,features/stack_integrity_v1.py,73,469,FORMAL_NMD,L73 orchestration,L73_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
