register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
c5fb0112b6f539f00de0,python,features/canonical_contract.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/canonical_contract.py 1-346,NOT_MARKET_DATA,,,MVP canonical contract schema + spec data (no Schwab leaves) | line anchored HEAD 3e592f1; upstream MVP choke-point validator; OBS-CC1/CC2 informational disclosures slice-only
343126a052d202720ded,python,features/canonical_contract.py,2,401,FORMAL_NMD,L2 orchestration,L2_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/canonical_contract.py 1-346,NOT_MARKET_DATA,,,MVP canonical contract schema + spec data (no Schwab leaves) | line anchored HEAD 3e592f1; upstream MVP choke-point validator; OBS-CC1/CC2 informational disclosures slice-only
cf454444a81d995f040b,python,features/canonical_contract.py,3,402,FORMAL_NMD,L3 orchestration,L3_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/canonical_contract.py 1-346,NOT_MARKET_DATA,,,MVP canonical contract schema + spec data (no Schwab leaves) | line anchored HEAD 3e592f1; upstream MVP choke-point validator; OBS-CC1/CC2 informational disclosures slice-only
d63346bd08f06dc6ac8a,python,features/canonical_contract.py,4,403,FORMAL_NMD,L4 orchestration,L4_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/canonical_contract.py 1-346,NOT_MARKET_DATA,,,MVP canonical contract schema + spec data (no Schwab leaves) | line anchored HEAD 3e592f1; upstream MVP choke-point validator; OBS-CC1/CC2 informational disclosures slice-only
812e761b1c208e7ce8d4,python,features/canonical_contract.py,5,404,FORMAL_NMD,L5 orchestration,L5_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/canonical_contract.py 1-346,NOT_MARKET_DATA,,,MVP canonical contract schema + spec data (no Schwab leaves) | line anchored HEAD 3e592f1; upstream MVP choke-point validator; OBS-CC1/CC2 informational disclosures slice-only
64ae4a929a9715d42356,python,features/canonical_contract.py,6,405,FORMAL_NMD,L6 orchestration,L6_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/canonical_contract.py 1-346,NOT_MARKET_DATA,,,MVP canonical contract schema + spec data (no Schwab leaves) | line anchored HEAD 3e592f1; upstream MVP choke-point validator; OBS-CC1/CC2 informational disclosures slice-only
e123efec7a2fdc556905,python,features/canonical_contract.py,7,406,FORMAL_NMD,L7 orchestration,L7_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/canonical_contract.py 1-346,NOT_MARKET_DATA,,,MVP canonical contract schema + spec data (no Schwab leaves) | line anchored HEAD 3e592f1; upstream MVP choke-point validator; OBS-CC1/CC2 informational disclosures slice-only
abe5e59f6a36ae5f4d92,python,features/canonical_contract.py,8,407,FORMAL_NMD,L8 orchestration,L8_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/canonical_contract.py 1-346,NOT_MARKET_DATA,,,MVP canonical contract schema + spec data (no Schwab leaves) | line anchored HEAD 3e592f1; upstream MVP choke-point validator; OBS-CC1/CC2 informational disclosures slice-only
910b7e99b737843d143e,python,features/canonical_contract.py,9,408,FORMAL_NMD,L9 orchestration,L9_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/canonical_contract.py 1-346,NOT_MARKET_DATA,,,MVP canonical contract schema + spec data (no Schwab leaves) | line anchored HEAD 3e592f1; upstream MVP choke-point validator; OBS-CC1/CC2 informational disclosures slice-only
511433b0ae8be75bf1bc,python,features/canonical_contract.py,10,409,FORMAL_NMD,L10 orchestration,L10_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/canonical_contract.py 1-346,NOT_MARKET_DATA,,,MVP canonical contract schema + spec data (no Schwab leaves) | line anchored HEAD 3e592f1; upstream MVP choke-point validator; OBS-CC1/CC2 informational disclosures slice-only
