register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
31560ca552cd7b3b8c0a,javascript,static/index.html,6124,0,DEAD_CODE_BLOCK,DEAD_BLOCK:render() Right Now,DEAD_BLOCK:render() Right Now,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,NOT_MARKET_DATA,,,"DEAD_CODE: delete in dedicated cleanup commit; lines 6010-6053; orphan targets: rn-badge,rn-conviction,rn-headline,rn-headline-1m,rn-detail,rn-alerts"
7964204e5bfc9c42fa5b,javascript,static/index.html,6181,0,DEAD_CODE_BLOCK,DEAD_BLOCK:render() Order Flow chart/depth,DEAD_BLOCK:render() Order Flow chart/depth,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,NOT_MARKET_DATA,,,"DEAD_CODE: delete in dedicated cleanup commit; lines 6066-6155; orphan targets: of-verdict-*,of-score-*,of-book-*,of-delta-*,of-opt-*,of-regime,of-readiness,of-chart-*,of-interp-*,depth-*"
3e71ac1f7783471f77ce,javascript,static/index.html,6272,0,DEAD_CODE_BLOCK,DEAD_BLOCK:drawCumDeltaChart() call,DEAD_BLOCK:drawCumDeltaChart() call,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,NOT_MARKET_DATA,,,DEAD_CODE: delete in dedicated cleanup commit; lines 6157; orphan targets: of-cum-delta-canvas; flagged chunk 3
a0be5480e2fe0cb8ee9d,javascript,static/index.html,6276,0,DEAD_CODE_BLOCK,DEAD_BLOCK:render() The Call v2 card,DEAD_BLOCK:render() The Call v2 card,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,NOT_MARKET_DATA,,,"DEAD_CODE: delete in dedicated cleanup commit; lines 6162-6361; orphan targets: call-header-badge,call-zone-fusion,call-fusion-*,pred-override-status,call-signal-el,call-contract-*,call-levels-grid,tp-*,call-card"
af1da4dfc65c4e92bed3,javascript,static/index.html,6475,0,DEAD_CODE_BLOCK,DEAD_BLOCK:render() call readiness toasts,DEAD_BLOCK:render() call readiness toasts,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,NOT_MARKET_DATA,,,DEAD_CODE: delete in dedicated cleanup commit; lines 6363-6381; orphan targets: showCallToast tied to orphan call-card state
dd5843ee8afda4f4e658,javascript,static/index.html,6498,0,DEAD_CODE_BLOCK,DEAD_BLOCK:render() WTDS card,DEAD_BLOCK:render() WTDS card,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,NOT_MARKET_DATA,,,"DEAD_CODE: delete in dedicated cleanup commit; lines 6383-6676; orphan targets: pred-conviction,pred-main-headline,wds-*,pred-interpretation,pred-accuracy"
4357159e75945ed6cf5f,javascript,static/index.html,6790,0,DEAD_CODE_BLOCK,DEAD_BLOCK:_fetchAccuracyChart() call,DEAD_BLOCK:_fetchAccuracyChart() call,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,NOT_MARKET_DATA,,,DEAD_CODE: delete in dedicated cleanup commit; lines 6675; orphan targets: #acc-chart-wrap; flagged chunk 3
e5624eb759fc1163521a,javascript,static/index.html,7092,0,DEAD_CODE_BLOCK,DEAD_BLOCK:renderCharmDriftRow + __renderCharmDriftRowLive,DEAD_BLOCK:renderCharmDriftRow + __renderCharmDriftRowLive,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,NOT_MARKET_DATA,,,"DEAD_CODE: delete in dedicated cleanup commit; lines 7046-7099,7147-7148,7319; orphan targets: charm-dir-val,charm-target-val,charm-rate-val,charm-desc-val,charm-row"
faf32b9e8a543da5b132,javascript,static/index.html,6004,0,JS_TRUNK_READ,render→sb-spot,render→sb_spot,quotes.quote.lastPrice; quotes.quote.netPercentChange,,CLAUDE chunk-5 disposition static/index.html 6001-7500,PASS_THROUGH,quotes.quote.lastPrice; quotes.quote.netPercentChange,,PASS_THROUGH; REGISTER_ROW:a48f2fbfd2a9a114c09b; mirrors chunk-2/3 HTML canopy
6c316203c0a6281a7462,javascript,static/index.html,6005,0,JS_TRUNK_READ,render→sb-bidask,render→sb_bidask,quotes.quote.bidPrice; quotes.quote.askPrice,,CLAUDE chunk-5 disposition static/index.html 6001-7500,PASS_THROUGH,quotes.quote.bidPrice; quotes.quote.askPrice,,PASS_THROUGH; REGISTER_ROW:d7650ab5b7a649c422fd; mirrors chunk-2/3 HTML canopy
adbe63de995d23ea15c1,javascript,static/index.html,6007,0,JS_TRUNK_READ,render→sb-expiry,render→sb_expiry,chains.callExpDateMap.*,,CLAUDE chunk-5 disposition static/index.html 6001-7500,PASS_THROUGH,chains.callExpDateMap.*,,PASS_THROUGH; REGISTER_ROW:fa02652696d97e79be55; mirrors chunk-2/3 HTML canopy
a2b2aef40f7fc4ed704d,javascript,static/index.html,6047,0,JS_TRUNK_READ,render→sb-vix,render→sb_vix,quotes.quote.lastPrice; quotes.quote.netPercentChange,,CLAUDE chunk-5 disposition static/index.html 6001-7500,PASS_THROUGH,quotes.quote.lastPrice; quotes.quote.netPercentChange,,PASS_THROUGH; REGISTER_ROW:5178809abb0ab20de9ca; mirrors chunk-2/3 HTML canopy
d19a6e15757234ebee20,javascript,static/index.html,6062,0,JS_TRUNK_READ,render→sb-pcr,render→sb_pcr,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,GOVERNED_EXCEPTION (O-47),,O-47,PASS_THROUGH; REGISTER_ROW:6a5d4a21fa538d6a2282; mirrors chunk-2/3 HTML canopy; KEEP_DERIVED PCR
a7ed47af27cde4848fc9,javascript,static/index.html,6082,0,JS_TRUNK_READ,render→sb-spy,render→sb_spy,quotes.quote.lastPrice; quotes.quote.netPercentChange,,CLAUDE chunk-5 disposition static/index.html 6001-7500,PASS_THROUGH,quotes.quote.lastPrice; quotes.quote.netPercentChange,,PASS_THROUGH; REGISTER_ROW:676f98c7c935c6ae5d8d; mirrors chunk-2/3 HTML canopy
527e6fc38054923ca3b6,javascript,static/index.html,6083,0,JS_TRUNK_READ,render→sb-qqq,render→sb_qqq,quotes.quote.lastPrice; quotes.quote.netPercentChange,,CLAUDE chunk-5 disposition static/index.html 6001-7500,PASS_THROUGH,quotes.quote.lastPrice; quotes.quote.netPercentChange,,PASS_THROUGH; REGISTER_ROW:936d6218f171d6fe77d1; mirrors chunk-2/3 HTML canopy
01eacd701a1c41988c84,javascript,static/index.html,6084,0,JS_TRUNK_READ,render→sb-iwm,render→sb_iwm,quotes.quote.lastPrice; quotes.quote.netPercentChange,,CLAUDE chunk-5 disposition static/index.html 6001-7500,PASS_THROUGH,quotes.quote.lastPrice; quotes.quote.netPercentChange,,PASS_THROUGH; REGISTER_ROW:e563139f52eed910ee0e; mirrors chunk-2/3 HTML canopy
e2e9bc1496472d04cc81,javascript,static/index.html,7172,0,JS_TRUNK_READ,renderConfluence→cf-spy,renderConfluence→cf_spy,quotes.quote.lastPrice; quotes.quote.netPercentChange,,CLAUDE chunk-5 disposition static/index.html 6001-7500,PASS_THROUGH,quotes.quote.lastPrice; quotes.quote.netPercentChange,,PASS_THROUGH; REGISTER_ROW:24a52bb0b5f48a2fce33; mirrors chunk-2/3 HTML canopy
ffa297ad1b3a9691ae9f,javascript,static/index.html,7173,0,JS_TRUNK_READ,renderConfluence→cf-qqq,renderConfluence→cf_qqq,quotes.quote.lastPrice; quotes.quote.netPercentChange,,CLAUDE chunk-5 disposition static/index.html 6001-7500,PASS_THROUGH,quotes.quote.lastPrice; quotes.quote.netPercentChange,,PASS_THROUGH; REGISTER_ROW:23b8c8ee3e17767d4d97; mirrors chunk-2/3 HTML canopy
254550c8a76814ea7891,javascript,static/index.html,7190,0,JS_TRUNK_READ,renderConfluence→cf-fut-es,renderConfluence→cf_fut_es,quotes.quote.lastPrice; quotes.quote.netPercentChange,,CLAUDE chunk-5 disposition static/index.html 6001-7500,PASS_THROUGH,quotes.quote.lastPrice; quotes.quote.netPercentChange,,PASS_THROUGH; REGISTER_ROW:1bd6b9d38f62e57a34dd; mirrors chunk-2/3 HTML canopy
f6b56838a66ddb96fc76,javascript,static/index.html,7191,0,JS_TRUNK_READ,renderConfluence→cf-fut-nq,renderConfluence→cf_fut_nq,quotes.quote.lastPrice; quotes.quote.netPercentChange,,CLAUDE chunk-5 disposition static/index.html 6001-7500,PASS_THROUGH,quotes.quote.lastPrice; quotes.quote.netPercentChange,,PASS_THROUGH; REGISTER_ROW:3cf658e51bb17f4bcdbd; mirrors chunk-2/3 HTML canopy
816071b34687183a49c1,javascript,static/index.html,7192,0,JS_TRUNK_READ,renderConfluence→cf-fut-rty,renderConfluence→cf_fut_rty,quotes.quote.lastPrice; quotes.quote.netPercentChange,,CLAUDE chunk-5 disposition static/index.html 6001-7500,PASS_THROUGH,quotes.quote.lastPrice; quotes.quote.netPercentChange,,PASS_THROUGH; REGISTER_ROW:f4602765b62740e3c32d; mirrors chunk-2/3 HTML canopy
ca01817b63941708e8a9,javascript,static/index.html,7211,0,JS_TRUNK_READ,renderConfluence→cf-iwm,renderConfluence→cf_iwm,quotes.quote.lastPrice; quotes.quote.netPercentChange,,CLAUDE chunk-5 disposition static/index.html 6001-7500,PASS_THROUGH,quotes.quote.lastPrice; quotes.quote.netPercentChange,,PASS_THROUGH; REGISTER_ROW:4bae486e136ba16826da; mirrors chunk-2/3 HTML canopy
50889c5cc1c88fd3ace4,javascript,static/index.html,7382,0,JS_TRUNK_READ,render→expiry-select sync,render→expiry_select sync,chains.callExpDateMap.*,,CLAUDE chunk-5 disposition static/index.html 6001-7500,PASS_THROUGH,chains.callExpDateMap.*,,PASS_THROUGH; REGISTER_ROW:cf2bd5fe5f279eb7a1f0; mirrors chunk-2/3 HTML canopy
7ce599241cecc0049216,javascript,static/index.html,7193,0,JS_TRUNK_READ,renderConfluence.fut_*_symbol,renderConfluence_fut_*_symbol,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,NOT_MARKET_DATA,,,ED_FUTURES_* contract config; not market-fact
a9c3543c828bb2d2ef19,javascript,static/index.html,7285,0,JS_TRUNK_READ,render.model_health,render_model_health,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,NOT_MARKET_DATA,,,model lifecycle governance UI
e9d64938c2b775e6c4f0,javascript,static/index.html,7352,0,JS_TRUNK_READ,render.model_sync_used,render_model_sync_used,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,NOT_MARKET_DATA,,,model sync warning flag
fc8283cdfb70fe0e796d,javascript,static/index.html,7422,0,JS_TRUNK_READ,getETMinutes,getETMinutes,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,NOT_MARKET_DATA,,,ET clock helper for LM stage dots
97a4fa0692823bd92978,javascript,static/index.html,7429,0,JS_TRUNK_READ,getSnapshotTypeFromET,getSnapshotTypeFromET,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,NOT_MARKET_DATA,,,legacy LM checkpoint label helper
a4a30976ab5cc797e7cf,javascript,static/index.html,7437,0,JS_TRUNK_READ,getActiveStageFromET,getActiveStageFromET,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,NOT_MARKET_DATA,,,LM stage index from ET
83c5ae713cef0d996b9e,javascript,static/index.html,7445,0,JS_TRUNK_READ,getNextCheckpointFromET,getNextCheckpointFromET,,,CLAUDE chunk-5 disposition static/index.html 6001-7500,NOT_MARKET_DATA,,,LM next-checkpoint copy helper
