register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
6099a2afbb2b7bef978d,python,liquidity_value_engine.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE chunk-1 disposition liquidity_value_engine.py 1-1520,NOT_MARKET_DATA,,,Key levels / playbook orchestration (no Schwab leaf replacement) | line anchored HEAD dfa1f82 liquidity_value_engine.py trunk; 0 REPLACED (pricehistory OHLCV/datetime leaves consumed in-bar); FIND-LVE1/STYLE-LVE2/magic-thresholds/empty-string disclosed not fixed
c42f06a869caa8b75239,py,liquidity_value_engine.py,2,0,TEXT_LINE_MARKET_TOKEN,liquidity_value_engine.py — Liquidity & Value Playbook Engine,value,chains.callExpDateMap.*.extrinsicValue;chains.callExpDateMap.*.intrinsicValue;chains.callExpDateMap.*.theoreticalOptionValue;chains.callExpDateMap.*.timeValue;chains.putExpDateMap.*.extrinsicValue;chains.putExpDateMap.*.intrinsicValue;chains.putExpDateMap.*.theoreticalOptionValue;chains.putExpDateMap.*.timeValue;instruments.*.fundamental.bookValuePerShare,chains.volatility;chains.putExpDateMap.*.volatility;chains.callExpDateMap.*.volatility,CLAUDE chunk-1 disposition liquidity_value_engine.py 1-1520,NOT_MARKET_DATA,,,module docstring (AST); tools/track_a_module_docstring_nmd_pass.py
9d4f2ee34aeb9e35ef2b,cross_validator,liquidity_value_engine.py,2,0,pattern_kind_miss,liquidity_value_engine.py — Liquidity & Value Playbook Engine,value,chains.callExpDateMap.*.extrinsicValue;chains.callExpDateMap.*.intrinsicValue;chains.callExpDateMap.*.theoreticalOptionValue;chains.callExpDateMap.*.timeValue;chains.putExpDateMap.*.extrinsicValue;chains.putExpDateMap.*.intrinsicValue;chains.putExpDateMap.*.theoreticalOptionValue;chains.putExpDateMap.*.timeValue;instruments.*.fundamental.bookValuePerShare,chains.volatility;chains.putExpDateMap.*.volatility;chains.callExpDateMap.*.volatility,CLAUDE chunk-1 disposition liquidity_value_engine.py 1-1520,NOT_MARKET_DATA,,,module docstring (AST); tools/track_a_module_docstring_nmd_pass.py
39fc8fc739b5b6fe8938,python,liquidity_value_engine.py,3,401,FORMAL_NMD,L3 orchestration,L3_orchestration,,,CLAUDE chunk-1 disposition liquidity_value_engine.py 1-1520,NOT_MARKET_DATA,,,Key levels / playbook orchestration (no Schwab leaf replacement) | line anchored HEAD dfa1f82 liquidity_value_engine.py trunk; 0 REPLACED (pricehistory OHLCV/datetime leaves consumed in-bar); FIND-LVE1/STYLE-LVE2/magic-thresholds/empty-string disclosed not fixed
a62fc074c8d95455a1be,python,liquidity_value_engine.py,4,402,FORMAL_NMD,L4 orchestration,L4_orchestration,,,CLAUDE chunk-1 disposition liquidity_value_engine.py 1-1520,NOT_MARKET_DATA,,,Key levels / playbook orchestration (no Schwab leaf replacement) | line anchored HEAD dfa1f82 liquidity_value_engine.py trunk; 0 REPLACED (pricehistory OHLCV/datetime leaves consumed in-bar); FIND-LVE1/STYLE-LVE2/magic-thresholds/empty-string disclosed not fixed
205d3fbb5a8ed7fca968,py,liquidity_value_engine.py,5,0,TEXT_LINE_MARKET_TOKEN,No continuous redraw — levels update only at structural checkpoints:,levels only,,chains.putExpDateMap.*.totalVolume;quotes.quote.askSize;quotes.regular.regularMarketLastSize,CLAUDE chunk-1 disposition liquidity_value_engine.py 1-1520,NOT_MARKET_DATA,,,module docstring (AST); tools/track_a_module_docstring_nmd_pass.py
c9a5e0779f9372ff9f5d,cross_validator,liquidity_value_engine.py,5,0,pattern_kind_miss,No continuous redraw — levels update only at structural checkpoints:,levels only,,chains.putExpDateMap.*.totalVolume;quotes.quote.askSize;quotes.regular.regularMarketLastSize,CLAUDE chunk-1 disposition liquidity_value_engine.py 1-1520,NOT_MARKET_DATA,,,module docstring (AST); tools/track_a_module_docstring_nmd_pass.py
844f674849b15eec4101,python,liquidity_value_engine.py,6,403,FORMAL_NMD,L6 orchestration,L6_orchestration,,,CLAUDE chunk-1 disposition liquidity_value_engine.py 1-1520,NOT_MARKET_DATA,,,Key levels / playbook orchestration (no Schwab leaf replacement) | line anchored HEAD dfa1f82 liquidity_value_engine.py trunk; 0 REPLACED (pricehistory OHLCV/datetime leaves consumed in-bar); FIND-LVE1/STYLE-LVE2/magic-thresholds/empty-string disclosed not fixed
71f3f3a754339c0fa921,python,liquidity_value_engine.py,7,404,FORMAL_NMD,L7 orchestration,L7_orchestration,,,CLAUDE chunk-1 disposition liquidity_value_engine.py 1-1520,NOT_MARKET_DATA,,,Key levels / playbook orchestration (no Schwab leaf replacement) | line anchored HEAD dfa1f82 liquidity_value_engine.py trunk; 0 REPLACED (pricehistory OHLCV/datetime leaves consumed in-bar); FIND-LVE1/STYLE-LVE2/magic-thresholds/empty-string disclosed not fixed
b9946826d9ef879f250c,py,liquidity_value_engine.py,8,0,TEXT_LINE_MARKET_TOKEN,Data source agnostic: consumes normalized OHLCV bars (DataFrame or list of dicts).,list,chains.callExpDateMap.*.optionDeliverablesList;chains.callExpDateMap.*.optionDeliverablesList.*;chains.callExpDateMap.*.optionDeliverablesList.*.assetType;chains.callExpDateMap.*.optionDeliverablesList.*.currencyType;chains.callExpDateMap.*.optionDeliverablesList.*.deliverableUnits;chains.callExpDateMap.*.optionDeliverablesList.*.symbol;chains.putExpDateMap.*.optionDeliverablesList;chains.putExpDateMap.*.optionDeliverablesList.*;chains.putExpDateMap.*.optionDeliverablesList.*.assetType;chains.putExpDateMap.*.optionDeliverablesList.*.currencyType;chains.putExpDateMap.*.optionDeliverablesList.*.deliverableUnits;chains.putExpDateMap.*.optionDeliverablesList.*.symbol,chains.callExpDateMap.*.askSize;quotes.quote.askSize;chains.putExpDateMap.*.askSize,CLAUDE chunk-1 disposition liquidity_value_engine.py 1-1520,NOT_MARKET_DATA,,,module docstring (AST); tools/track_a_module_docstring_nmd_pass.py
